municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-04 23:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-04 23:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 00:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 01:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 01:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 02:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 03:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 03:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 04:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 04:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 05:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 06:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 06:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 07:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 07:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 08:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 08:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 09:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 10:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 11:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 11:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 12:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 13:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 14:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 14:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 15:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 15:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 16:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 17:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 18:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 19:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 19:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 20:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 21:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 21:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 22:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-05 23:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 00:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 01:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 02:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 02:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 03:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 04:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 05:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 05:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 06:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 07:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 07:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 08:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 08:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 09:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 10:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 10:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 11:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 11:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 12:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 12:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 13:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 13:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 14:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 15:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 15:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 16:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 17:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 17:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 18:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 19:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 20:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 21:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 21:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 22:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-06 23:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 00:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 00:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 01:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 02:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 03:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 04:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 05:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 06:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 07:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 08:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 08:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 09:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 10:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 10:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 11:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 12:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 12:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 13:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 14:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 14:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 15:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 16:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 16:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 17:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 18:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 18:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 19:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 20:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 21:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 21:40:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 22:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-07 23:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 00:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 01:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 02:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 02:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 03:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 04:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 04:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 05:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 06:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 06:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 07:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 08:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 09:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 09:30:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 10:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 11:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 12:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 12:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 13:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 13:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 14:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 15:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 16:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 16:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 17:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 18:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 19:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 19:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 20:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 21:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 22:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-08 23:20:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 00:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 01:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 02:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 02:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 03:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 04:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 05:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 05:30:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 06:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 07:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 08:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 08:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 09:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 10:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 11:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 11:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 12:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 12:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 13:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 14:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 15:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 16:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 17:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 18:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 19:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 20:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 21:10:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 22:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990407A;SP;Freitas;-45,933;-23,109;2021-03-09 23:20:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 00:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 01:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 02:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 03:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 04:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 05:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 06:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 07:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 08:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 09:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 10:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 11:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 12:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 13:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 14:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 15:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 16:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 17:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 18:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 19:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 20:00:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 20:30:00.0;0,98;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 20:40:00.0;0,98;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 20:50:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 21:00:00.0;0,20;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 21:10:00.0;0,00;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 21:40:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 21:50:00.0;0,98;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 22:00:00.0;1,18;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 22:10:00.0;0,98;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 22:20:00.0;0,98;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 22:30:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 22:40:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 22:50:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 23:00:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 23:10:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 23:20:00.0;0,39;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 23:30:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 23:40:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-04 23:50:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 00:00:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 00:10:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 00:20:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 00:30:00.0;0,59;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 00:40:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 00:50:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 01:00:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 01:10:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 01:20:00.0;0,79;
SÃO JOSÉ DOS CAMPOS;354990410A;SP;Jardim São Leopoldo;-45,825;-23,244;2021-03-05 01:30:00.0;0,79;
